Nom,person,Notes,"Date ",Heure Australie,Réseau,URL,Créée par,Date de création,Dernière modification,Dernière modification par
"hello brother, i am still trying to get the money together. i have a fmily member who may be willing to buy my car",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 18, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:59 PM","September 12, 2023 10:42 AM",Mona
do you have a photo of the gun? do you know how to use it?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 18, 2015 2:10 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:59 PM","September 12, 2023 10:42 AM",Mona
"good morning brother, what are your plans for today?",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 19, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:59 PM","September 12, 2023 10:42 AM",Mona
i will send you a video of me shooting the rifle,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 19, 2015 2:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:00 PM","September 12, 2023 10:42 AM",Mona
"are you able to send me a black shahada flag? i don't know where I would find one.  ",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 19, 2015 2:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:00 PM","September 12, 2023 10:42 AM",Mona
i am not going to ask around for fear that it would draw attention to me,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 19, 2015 2:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:00 PM","September 12, 2023 10:42 AM",Mona
"Here is my gun: .i imgur.comfP:520CcAh jpg I know how to use it. Black shahada flags can be bought online, or you could make one.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 20, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:00 PM","September 12, 2023 10:42 AM",Mona
"Are you prepared for jihad, brother? I have everything I need.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 20, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:00 PM","September 13, 2023 10:25 AM",Mona
"good evening brother, i still have some things to sort out, but everything is coming together",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 20, 2015 10:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:01 PM","September 13, 2023 10:24 AM",Mona
"i went to a farm today and shot the SKS lifte. il was working but had a couple of misfires, i am told it is the ammunition",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 20, 2015 10:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:01 PM","September 13, 2023 10:24 AM",Mona
is it old or something?? the seller told me that he would service the rifle and get out some new bullets.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 20, 2015 10:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:02 PM","September 13, 2023 10:24 AM",Mona
i have some video footage which i will send to you later. do not show anyone this video please.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 20, 2015 10:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:02 PM","September 13, 2023 10:25 AM",Mona
there are a lot of people around my house tonight. i will contact you tomorrow. sleep well brother.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 20, 2015 10:04 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:02 PM","September 13, 2023 10:25 AM",Mona
"My gun is an AR-180. Get the seller to service the rifle and get new bullets, then buy it. Don't worry, I wiII not show anyone the video footage. Will you have the SKS by Friday?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 21, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:02 PM","September 12, 2023 10:42 AM",Mona
"good morning brother, i hope you have been well",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 21, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:02 PM","September 12, 2023 10:42 AM",Mona
i had a look at the AR-180 on google too. that looks like a serious gun. have you also had a chance to test fire this??,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 21, 2015 2:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:03 PM","September 12, 2023 10:42 AM",Mona
the seller tells me he is working on the misfire problem. i should be heading back out there today to have another test fire with new ammunition,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 21, 2015 2:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:03 PM","September 12, 2023 10:42 AM",Mona
he still has not sent me the video but i'II take one on my phone today and send as soon as i can,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 21, 2015 2:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:03 PM","September 12, 2023 10:42 AM",Mona
"Yes, I test fired my gun. It works perfectly. Did you have another test fire with yours?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:03 PM","September 12, 2023 10:42 AM",Mona
"hello brother, couldn’t get out to the property yesterday. i had two people come around to look at my car.",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:03 PM","September 12, 2023 10:42 AM",Mona
i will not be ready by Friday. i am desperately trying to sell my car to get enough money to buy the gun.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 2:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:04 PM","September 12, 2023 10:42 AM",Mona
Unless you have other suggestions to get the money more quickly brother? l am going to need more time to coordinate this,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 2:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:04 PM","September 12, 2023 10:42 AM",Mona
we need to have a conversation about the details for planning this jihad to maximise the effect. i still have not chosen a suitable location,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 2:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:04 PM","September 12, 2023 10:42 AM",Mona
we also need to discuss how we are going to coordinate this at the same time. i feel that you might be rushing this without more thought,"AFP Federal Agent as mohamadmo7, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 2:05 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:04 PM","September 12, 2023 10:42 AM",Mona
planning for this consumes my every waking minute but i feel like i am doing this without any guidance,"AFP Federal Agent as mohamadmo7, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 2:06 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:05 PM","September 12, 2023 10:42 AM",Mona
may Allah (SWT) reward me for my intentions.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 2:07 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:05 PM","September 12, 2023 10:42 AM",Mona
"I understand. brother. Did you look at the last link I sent you, which has the Shabbat services? That seems like a good target.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 8:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:05 PM","September 12, 2023 10:42 AM",Mona
"When the day cornes, we will meet on here at 9:00 AM, and we will give each other the go-ahead.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 8:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:05 PM","September 12, 2023 10:42 AM",Mona
"As far as making money goes, is there anything else you could sell?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 8:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:06 PM","September 12, 2023 10:42 AM",Mona
"i have some good news brother, a family member has given me a desposit for my car",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 9:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:06 PM","September 12, 2023 10:42 AM",Mona
yes i did have a look at the Shabbat services link. i am going to go and have a look on Saturday,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 9:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:06 PM","September 12, 2023 10:42 AM",Mona
i finally have that video of us test firing  the gun. lt is still not functioning properly as soon as possible bit.ly/1cXS0gA,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 9:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:06 PM","September 12, 2023 10:42 AM",Mona
"Thank you, brother. We need to do this soon, before any kuffar discover our plans.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 22, 2015 9:05 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:06 PM","September 12, 2023 10:42 AM",Mona
Do you have the money to buy the gun now?,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 23, 2015 1:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:07 PM","September 13, 2023 10:30 AM",Mona
"Are you there, brother? Did you have a look at the synagogue I showed you?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"July 23, 2015 1:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:07 PM","September 12, 2023 10:42 AM",Mona
"yes i am, sorry brother. i hope you are well. there have been a lot of people around my house. have been trying to keep to myself.",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 7:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:07 PM","September 12, 2023 10:42 AM",Mona
"i agree, it needs to happen soon. it has just been hard for me to get the money so quick.",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 7:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:07 PM","September 12, 2023 10:42 AM",Mona
i am happy that i got the $200 deposit from my family member. she said that she will hopefully have the entire amount by next weekend =),AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 7:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:11 PM","September 12, 2023 10:42 AM",Mona
then i can buy the gun,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 7:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:11 PM","September 12, 2023 10:42 AM",Mona
i did look at the synagogue. that looks like a  good place brother. very busy.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 7:04 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:12 PM","September 12, 2023 10:42 AM",Mona
"I am  so glad to hear, brother. So, we will be launching our attacks on Saturday the 27th at 9:30 AM. correct?","AusWitness, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 10:44 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:12 PM","September 12, 2023 10:42 AM",Mona
"I have found the perfect place to target in Perth, where many Jews will be.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 10:45 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:12 PM","September 12, 2023 10:42 AM",Mona
yes my brother. Things are looking good. I hope that Allah (SWT) will bless me and that i will get the money by next weekend to buy the gun.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 10:51 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:12 PM","September 12, 2023 10:42 AM",Mona
inshallah,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 10:52 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:13 PM","September 12, 2023 10:42 AM",Mona
you  have  not  said  anything  about  the  video brother?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 10:53 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:13 PM","September 12, 2023 10:42 AM",Mona
great news about the Perth target. where are you thinking?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 10:55 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:14 PM","September 12, 2023 10:42 AM",Mona
"I saw the video, brother. lt's a very impressive gun. l'm very glad you were able to obtain it.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 10:58 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:14 PM","September 12, 2023 10:42 AM",Mona
I will be targeting this place when the day comes: dianellashule.com,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 10:59 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:14 PM","September 12, 2023 10:42 AM",Mona
Will you have the gun by Saturday the 27th?,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 24, 2015 11:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:14 PM","September 12, 2023 10:42 AM",Mona
"Are you there, brother?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 25, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:14 PM","September 12, 2023 10:42 AM",Mona
"yes, brother i am here sorry, as i have said, i can only get on to this twitter account at certain times as i dont want any family members
to question what im doing.",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 25, 2015 7:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:14 PM","September 13, 2023 10:34 AM",Mona
it is a very powerful gun and will cut the filthy kuffar in half!,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 25, 2015 7:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:16 PM","September 13, 2023 10:34 AM",Mona
thank you for the link brother. i had a look at the dianella shule and that looks like a good target.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 25, 2015 7:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:16 PM","September 13, 2023 10:35 AM",Mona
"im just worried that I wont be able to get the gun by saturday. my family member is coming to my house on sunday to actually give me the
money and take the car. then i can get back in contact with the seller and buy the gun. does that sound ok??",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 25, 2015 7:10 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:16 PM","September 13, 2023 10:35 AM",Mona
"Yes, brother, that sounds okay. What day do you think you'll be able to get the gun?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 25, 2015 7:20 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:16 PM","September 13, 2023 10:35 AM",Mona
We need to do this as quickly as possible. I don't want ASIO finding us before we can pull this off.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 26, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:16 PM","September 12, 2023 10:42 AM",Mona
"good morning brother. well im hoping that i will get all of the money this weekend, maybe sunday but
i will let you know exacty. inshallah",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 26, 2015 10:54 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:17 PM","September 12, 2023 10:42 AM",Mona
"i agree brother. it needs to be done soon. but its hard for a young brother with not much money.
are you still planning for this saturday ??",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 26, 2015 10:55 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:17 PM","September 12, 2023 10:42 AM",Mona
i have been doing a lot of thinking about the security of twitter. i dont want to get caught by also either.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 26, 2015 10:56 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:18 PM","September 12, 2023 10:42 AM",Mona
i saw this link too,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 26, 2015 10:57 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:18 PM","September 12, 2023 10:42 AM",Mona
i think i will only use surespot from now on brother..,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 26, 2015 10:58 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:18 PM","September 12, 2023 10:42 AM",Mona
"Brother, I do not have a phone that can use Surespot. The kuffar don't know about this Twitter account. so it's safe for us to talk here.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 26, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:18 PM","September 13, 2023 10:36 AM",Mona
"Let's attack on Monday, after you get the gun. I want to do this quickly and we need to attack on the same day.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 27, 2015 12:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:19 PM","September 12, 2023 10:42 AM",Mona
"On second thought, let's attack NEXT Saturday. Saturday, July 3rd, at 9:30 AM. when the Jews are having Shabbat.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 27, 2015 12:01 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:19 PM","September 12, 2023 10:42 AM",Mona
"How does that sound, brother? You'II have the gun by July 3rd, right?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 27, 2015 2:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:19 PM","September 13, 2023 10:37 AM",Mona
"Did you get the gun, akhi?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 27, 2015 11:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:19 PM","September 12, 2023 10:42 AM",Mona
"hello brother, sorry about the long reply again, i was very busy on the weekend with family things.
i hope you have been well",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 29, 2015 7:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:19 PM","September 13, 2023 10:39 AM",Mona
i did sell my car yesterday. finally!! so 1 have around $1800 because i spent a little bit of the deposit. very good news.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 29, 2015 7:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:20 PM","September 13, 2023 10:39 AM",Mona
i havent been able to get the gun yet. the seller is taking a litlle while to get back to me. I sent him another text earlier.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 29, 2015 7:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:20 PM","September 13, 2023 10:39 AM",Mona
the mujahideen I am speaking to in syria are telling me to get off twitter brother. i think you should reconsider surespot.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 29, 2015 7:04 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:20 PM","September 13, 2023 10:39 AM",Mona
"now that i have money, i can send you my old iphone???",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 29, 2015 7:05 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:20 PM","September 13, 2023 10:39 AM",Mona
"Will you have the gun by Saturday, brother? That's when I want us to attack.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 9:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:21 PM","September 12, 2023 10:42 AM",Mona
"I use Tor when I go on Twitter, sa the kuffar can't get my real IP address. Do you use Tor, brother?",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 9:10 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:21 PM","September 12, 2023 10:42 AM",Mona
are you there brother?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:00 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:21 PM","September 12, 2023 10:42 AM",Mona
what if twitter shut down our accounts because of what we were talking about? how will we contact eachother??,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 30, 2015 1:10 AM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 4:22 PM","September 12, 2023 10:42 AM",Mona
